0,4,1
0,124,4
1,4,3
1,82,4
1,325,5
1,1657,5
1,1749,3
2,1208,2
3,4,5
3,70,1
3,94,4
3,112,3
3,820,5
3,1445,1
3,1690,3
3,2267,2
3,2889,1
4,6,4
4,7,1
4,9,1
4,10,5
4,12,1
4,19,3
4,25,3
4,36,2
4,38,2
4,46,1
4,51,3
4,56,2
4,57,1
4,68,4
4,88,1
4,91,1
4,101,5
4,127,3
4,146,3
4,160,4
4,162,4
4,195,1
4,199,3
4,200,4
4,214,1
4,236,2
4,240,4
4,259,5
4,261,1
4,282,2
4,294,4
4,301,1
4,352,2
4,357,1
4,402,1
4,421,1
4,423,1
4,489,1
4,580,1
4,601,3
4,676,5
4,678,2
4,688,1
4,814,4
4,819,1
4,837,5
4,839,2
4,849,5
4,870,1
4,921,5
4,927,3
4,932,1
4,958,3
4,959,1
4,981,4
4,996,2
4,1005,1
4,1049,1
4,1102,4
4,1118,2
4,1154,5
4,1162,3
4,1172,1
4,1182,5
4,1193,3
4,1405,1
4,1411,3
4,1508,4
4,1539,5
4,1552,2
4,1563,5
4,1658,4
4,1691,4
4,1692,5
4,1748,1
4,1750,3
4,1827,2
4,1878,1
4,1932,1
4,1980,4
4,1984,4
4,2172,1
4,2219,3
4,2226,4
4,2361,5
4,2383,4
4,2408,1
4,2423,4
4,2530,2
4,2643,1
4,2650,3
4,2692,1
4,2728,1
4,2754,1
4,2802,3
4,2918,2
4,2943,1
5,24,1
5,245,2
5,539,2
5,1038,2
5,2741,1
6,24,2
6,1346,4
7,192,5
7,665,3
7,1073,5
8,755,1
8,2635,5
9,192,5
9,1557,2
9,1981,2
9,2169,4
10,24,4
10,70,5
10,136,4
10,486,4
10,1578,4
10,2314,1
10,2889,5
11,1149,3
12,205,5
12,875,5
13,82,1
13,1208,3
13,1665,3
13,2856,4
14,922,3
15,136,1
15,504,4
15,583,2
15,920,1
17,829,2
18,325,3
18,2086,1
18,2313,1
19,124,1
19,2149,2
19,2363,3
19,2539,3
20,329,2
21,2797,5
23,70,4
23,352,5
24,40,5
24,44,2
24,60,4
24,92,1
24,110,5
24,130,4
24,203,2
24,287,2
24,335,5
24,459,5
24,466,1
24,469,4
24,618,1
24,623,2
24,653,2
24,690,5
24,780,4
24,852,1
24,881,1
24,888,4
24,1291,3
24,1381,2
24,1400,1
24,1415,1
24,1697,3
24,1754,2
24,1911,3
24,1915,1
24,1937,3
24,1952,1
24,2048,3
24,2076,5
24,2202,1
24,2286,1
24,2488,1
24,2906,2
25,55,1
25,643,1
25,926,4
25,1530,5
26,1557,1
26,1607,3
28,1087,2
28,2925,5
30,55,3
30,112,3
31,1836,2
32,55,4
32,82,1
32,1109,2
32,2126,2
33,426,2
33,2051,4
35,1284,1
36,333,3
36,665,4
38,1617,2
38,1690,5
38,2143,4
38,2267,2
38,2280,4
39,675,2
40,94,1
40,862,3
40,2818,5
42,583,5
42,758,1
42,840,4
42,1197,1
42,1607,2
42,1878,2
43,181,5
44,733,2
45,739,2
45,1701,5
45,1826,1
45,2874,4
47,144,4
49,1845,5
50,1978,1
51,856,1
51,1006,3
52,1677,5
53,659,3
53,1044,2
54,1563,1
55,364,4
55,518,1
55,541,3
55,549,3
55,688,1
55,879,2
55,1123,1
55,1261,4
55,1327,1
55,1358,4
55,1463,5
55,2693,2
55,2696,1
55,2774,4
57,94,4
57,755,2
58,2489,3
59,426,3
59,1845,1
59,2749,1
60,1300,1
62,112,5
62,326,2
62,920,2
62,1622,4
64,325,1
64,840,1
64,1564,1
66,469,1
66,1429,2
67,758,4
68,333,4
70,163,2
70,211,5
70,541,3
70,864,4
70,1100,1
70,1287,5
70,1446,2
70,1493,5
70,1674,4
70,1777,2
70,2182,5
70,2448,5
70,2594,1
71,755,1
73,1885,2
73,2149,4
73,2583,2
74,192,3
74,358,1
74,2818,5
75,1044,4
77,1429,3
78,1317,5
78,2489,1
78,2493,1
80,1617,4
81,144,4
81,2362,1
82,114,4
82,168,4
82,250,5
82,411,2
82,611,4
82,615,4
82,746,2
82,805,1
82,815,3
82,951,2
82,979,5
82,1295,2
82,1823,3
82,1826,1
82,2175,5
82,2320,3
82,2380,2
82,2885,3
83,205,4
83,568,4
84,2848,2
85,1995,3
86,2314,2
91,920,5
91,2236,5
92,1491,3
94,306,1
94,549,3
94,591,3
94,2788,5
95,1415,2
98,144,2
98,2086,2
98,2346,2
101,610,3
101,1452,2
101,2363,1
101,2493,5
102,2125,3
105,1548,5
105,2348,1
108,136,4
108,211,1
108,282,4
108,1578,5
112,176,4
112,281,2
112,344,4
112,353,4
112,459,5
112,595,1
112,600,1
112,1020,2
112,1226,5
112,1284,2
112,1301,3
112,1549,3
112,1663,2
112,2394,3
112,2861,2
112,2893,5
114,891,5
114,1008,3
115,1197,2
117,986,1
117,2856,4
120,124,2
121,1455,5
123,1110,4
123,2848,4
124,515,2
124,796,4
124,826,4
124,864,2
124,1070,1
124,1308,3
124,2264,5
124,2850,1
124,2880,3
126,2762,2
129,1038,1
131,181,5
133,211,5
133,1257,4
133,2463,5
133,2601,5
134,205,1
135,2034,2
138,856,2
138,1452,1
139,372,3
139,409,2
142,1915,5
144,147,2
144,161,5
144,429,2
144,435,3
144,695,4
144,724,5
144,916,4
144,1664,3
144,2958,5
145,1564,4
145,2489,5
145,2674,3
148,752,3
149,2051,4
149,2471,5
150,282,1
150,986,1
150,1008,5
151,181,4
151,686,5
152,326,5
152,329,3
152,829,1
155,1989,1
155,2555,5
158,1566,2
160,2471,3
163,1995,4
164,2835,2
165,758,3
166,752,5
166,1749,5
167,715,5
170,918,3
172,2355,3
173,862,4
173,2340,3
179,1149,2
181,208,4
181,548,3
181,1462,5
182,1455,4
182,2088,3
182,2856,5
182,2889,3
184,357,5
184,678,2
184,2601,4
185,1452,4
188,358,1
188,2741,1
189,426,5
189,1866,2
190,733,5
191,1665,3
192,225,2
192,345,2
192,412,4
192,456,1
192,931,1
192,1040,3
192,2139,2
192,2580,4
192,2700,3
193,926,3
196,643,1
201,245,3
204,372,5
205,605,5
205,736,2
205,2038,4
205,2223,4
205,2553,2
205,2578,3
206,333,4
208,2555,3
211,231,2
211,887,4
211,912,5
211,1240,5
211,1435,5
211,1437,3
211,1554,3
211,2162,5
211,2321,5
211,2403,1
211,2931,4
213,583,1
213,2051,3
217,2863,5
217,2925,2
218,358,4
221,659,4
221,1006,5
225,1385,1
226,1087,5
226,2608,1
227,409,5
228,486,4
228,2073,2
231,1604,5
233,504,5
233,2313,2
234,1044,4
234,2755,5
235,2652,5
236,1981,4
238,469,5
240,245,2
240,1564,2
240,1866,2
242,840,1
245,422,4
245,1343,5
245,1634,1
246,1604,1
247,2236,3
250,504,5
250,1534,4
255,2086,3
256,2126,4
264,717,1
267,1982,1
267,2346,1
272,1208,1
274,1110,2
276,372,2
276,2635,4
277,326,3
277,1267,5
277,2829,4
279,486,3
279,2169,5
280,1563,3
280,1566,1
282,597,4
282,816,4
282,1369,5
282,1703,2
282,2403,5
284,614,4
286,2143,5
286,2314,3
287,1768,2
288,2818,2
289,1366,2
293,2762,4
299,680,5
302,568,3
303,1721,2
305,329,5
305,739,3
308,2731,4
311,614,1
311,2355,3
317,659,3
318,891,4
319,2824,5
320,2587,3
322,1008,3
322,2362,2
323,717,2
323,1370,2
325,366,4
325,1413,2
325,1820,4
325,1963,2
325,2467,4
325,2505,1
325,2850,4
326,555,3
326,624,3
326,750,5
326,912,4
326,1079,4
326,1719,3
326,1925,4
326,2507,1
327,678,3
328,357,4
329,340,3
329,392,2
329,553,4
329,1092,5
329,1319,4
329,1392,2
329,1507,3
329,1590,4
329,1722,2
329,2576,4
331,352,5
332,2608,3
333,354,3
333,1708,4
333,1934,2
333,2637,1
335,2848,4
339,675,2
340,1087,1
341,2555,5
344,2493,1
346,686,4
348,2539,1
350,757,4
351,1445,2
352,383,4
352,627,2
352,1108,3
352,1721,1
352,2005,4
352,2395,5
357,416,1
357,850,2
357,1183,3
357,1447,1
357,1895,5
358,922,1
358,1086,1
358,1648,5
358,2353,4
360,715,4
360,820,4
361,703,4
363,1006,3
365,990,1
365,2692,3
368,675,2
369,568,3
369,610,3
369,922,5
372,376,2
372,465,3
372,715,2
372,1366,4
372,1403,1
372,1449,5
372,1859,4
372,2868,1
373,862,2
373,1109,3
381,703,3
381,1156,4
381,1690,4
383,885,3
385,409,4
392,2088,5
392,2199,3
393,1317,3
393,1841,2
395,1415,2
409,943,4
409,1025,4
409,1053,4
409,1553,3
409,2726,4
409,2851,4
409,2894,4
418,1826,5
422,1346,4
424,614,4
425,2785,4
426,710,4
426,790,5
426,898,3
426,961,5
426,1009,4
426,1034,2
426,1228,1
426,1718,4
426,1753,3
426,2321,1
426,2371,2
434,739,2
436,820,4
438,2980,3
440,1156,3
447,680,3
448,1982,3
450,703,5
452,680,3
456,1548,5
456,1845,2
458,1701,4
459,757,5
463,2402,3
464,539,4
465,717,3
465,1149,4
466,1941,4
467,752,1
469,2442,1
471,1978,2
476,2785,4
478,1110,3
479,686,2
479,856,2
484,1197,3
484,1300,5
486,564,5
486,857,1
486,1061,1
486,1082,2
486,1315,1
486,2456,4
486,2981,2
488,1530,5
488,2402,2
490,885,5
491,875,4
496,2829,2
497,1455,4
497,2571,3
500,2749,2
503,1338,5
504,1795,4
508,1156,1
509,2823,4
511,539,5
511,918,4
525,875,2
531,2539,5
539,822,4
539,1097,3
539,1122,2
539,1194,2
539,1291,4
539,2514,3
539,2517,3
539,2586,3
539,2598,3
539,2910,1
545,643,3
550,2199,5
551,2283,5
554,1716,3
554,2977,2
561,918,1
567,1370,5
581,2583,2
583,610,2
583,832,1
583,1858,5
583,1990,2
585,1701,2
594,2236,5
598,733,1
602,665,1
603,1617,2
609,1295,2
610,718,4
610,1437,4
614,1579,3
614,1901,5
620,2348,1
622,1716,1
626,2369,4
629,2797,5
632,1092,5
637,2752,5
638,1566,5
639,1073,3
639,2034,5
643,649,3
643,1036,1
643,1088,4
643,1334,4
643,1694,3
649,1257,3
650,885,5
651,2363,4
659,1301,1
659,1622,3
659,1713,2
659,2097,4
659,2414,3
659,2834,4
659,2876,3
665,676,5
665,871,2
665,996,3
665,1429,2
665,1649,4
665,1693,5
665,1787,4
665,1803,3
665,2279,2
665,2329,3
665,2407,1
672,2034,2
674,829,4
675,2440,3
678,783,4
678,811,2
678,979,2
678,1424,3
678,1574,1
678,1805,4
678,1820,4
678,2388,1
678,2966,2
679,1866,3
680,765,1
680,886,2
680,947,5
680,1002,4
680,1470,2
680,2071,2
681,757,5
686,865,1
686,1890,3
686,2096,3
686,2118,1
686,2287,4
686,2700,5
686,2995,1
703,782,3
703,1930,4
704,1366,3
709,1038,3
715,850,5
722,926,3
722,1073,2
733,1683,1
733,2549,5
739,1672,5
739,1997,5
739,2082,1
741,1604,1
742,2088,4
747,1721,3
751,1080,3
752,785,5
752,1060,1
752,2224,3
752,2413,5
755,1668,5
755,2050,1
755,2075,2
755,2095,1
756,990,1
757,771,2
757,1123,1
757,1355,2
757,1379,3
757,2718,5
757,2914,3
758,1490,3
758,1804,1
758,1955,1
758,2078,3
763,2749,1
765,1768,1
768,2752,2
771,2728,4
778,990,1
780,1295,2
782,1445,3
784,891,4
786,1109,2
787,1749,1
789,1915,2
790,2977,3
794,1317,4
795,1180,3
795,1657,2
800,1491,1
803,1677,1
811,986,3
811,2073,3
812,1092,1
820,1290,5
824,1300,2
831,2346,5
840,1567,3
840,1595,5
840,2145,2
840,2662,1
840,2828,2
856,1421,3
856,1651,1
856,2537,3
860,2926,4
862,1135,4
872,1080,5
872,1534,2
875,1124,1
875,1175,4
875,1668,1
875,2100,1
875,2163,5
878,1941,2
881,1284,4
881,1578,2
885,975,3
885,1694,2
887,1885,4
891,1093,3
891,1131,4
891,1265,4
891,1347,2
894,1491,2
901,1274,1
901,2741,4
906,1267,5
909,1981,1
918,957,2
918,2235,1
918,2699,4
919,2926,2
920,1904,3
920,2551,3
922,1083,2
922,2557,5
923,2125,4
924,1257,1
926,1893,2
938,2583,1
945,1080,1
962,1716,4
962,1989,4
963,1948,4
967,2283,1
968,2199,3
972,1346,5
972,2402,1
978,1948,3
979,1370,3
982,1530,3
982,2797,4
982,2874,1
996,2283,2
997,1338,4
997,2143,3
999,2980,2
1000,1699,1
1004,1385,4
1006,1385,3
1008,1278,5
1008,1431,3
1019,2587,3
1028,1338,5
1030,2571,1
1036,1180,2
1037,1274,5
1038,1615,4
1044,1465,1
1044,1837,4
1044,1890,1
1044,2606,1
1044,2910,1
1044,2964,3
1044,2996,5
1054,2755,5
1061,1699,5
1070,1557,4
1073,2805,2
1087,2618,1
1087,2752,2
1090,1180,2
1092,2445,4
1101,1978,5
1104,2313,4
1110,1176,4
1110,2776,2
1111,2280,2
1118,1607,3
1118,1836,5
1141,1948,2
1142,2680,2
1144,1622,5
1166,2731,2
1180,1699,1
1180,1823,2
1180,2743,1
1181,2780,4
1187,1267,4
1187,1274,3
1188,2835,3
1197,1446,5
1197,1872,1
1197,1933,5
1197,2131,3
1197,2281,1
1198,1657,3
1200,1768,1
1202,2731,2
1206,2369,5
1208,1339,2
1208,1464,1
1208,1599,1
1208,1903,3
1208,1953,2
1244,2824,5
1246,1885,5
1249,1677,2
1257,1526,2
1257,1927,4
1269,2471,4
1284,1939,3
1288,2429,5
1295,2511,4
1295,2671,4
1297,2340,3
1304,1836,1
1311,2362,4
1317,2197,2
1329,2652,2
1338,1544,4
1338,1896,1
1338,2146,1
1338,2472,3
1343,2073,5
1366,2728,4
1370,1536,4
1370,1763,1
1370,2074,2
1370,2281,1
1415,2806,1
1417,2874,5
1422,1665,5
1429,2616,5
1445,1616,3
1450,1548,1
1453,2863,1
1461,2680,1
1464,2355,3
1469,2680,3
1493,2823,3
1497,1534,1
1506,1841,5
1519,2126,4
1530,1918,4
1530,2534,1
1534,2982,1
1535,2169,2
1548,2251,1
1548,2340,2
1548,2439,1
1548,2832,3
1563,2820,3
1564,2165,4
1566,2186,2
1578,2696,5
1596,2762,3
1607,2059,5
1607,2905,1
1608,1941,4
1622,1652,1
1622,2662,3
1624,2601,4
1627,2348,5
1628,1878,2
1636,2280,2
1657,2571,4
1657,2670,3
1662,2463,4
1677,2160,3
1684,2835,2
1697,2125,3
1698,1989,1
1699,2251,3
1701,1947,3
1721,2962,2
1747,1841,1
1749,2506,5
1749,2965,1
1764,2926,1
1768,1963,2
1768,2020,3
1768,2548,3
1781,2755,2
1800,1995,4
1820,1982,3
1845,1955,1
1845,2023,3
1845,2391,4
1845,2620,5
1845,2670,2
1845,2932,2
1866,2302,1
1885,2673,2
1904,2863,1
1906,2674,1
1908,2429,2
1917,2674,3
1941,2242,1
1941,2584,2
1948,2138,5
1969,2463,5
1978,1993,4
1978,2941,1
1989,2453,2
2029,2429,3
2034,2079,5
2063,2267,5
2073,2460,2
2073,2655,5
2084,2780,4
2088,2575,3
2125,2554,2
2126,2237,4
2143,2149,3
2143,2717,3
2158,2369,2
2236,2421,2
2289,2829,3
2297,2925,4
2319,2587,2
2363,2594,4
2383,2785,1
2383,2824,2
2407,2980,5
2412,2635,1
2428,2977,5
2471,2591,2
2572,2608,2
2573,2692,1
2583,2893,3
2618,2823,2
2626,2652,2
2674,2765,4
2769,2780,4
